NACA#,Camber (%),Camber Position (x/c),Thickness (%),Re,Mach,Alpha,CL,CD,CM
naca6808,6.0,0.8,8.0,500000,0.25,6,1.3555,0.04024,-0.2082
naca6808,6.0,0.8,8.0,500000,0.25,7,1.4584,0.03164,-0.2038
naca6808,6.0,0.8,8.0,500000,0.25,8,3.3193,0.04985,-0.423
naca6808,6.0,0.8,8.0,500000,0.3,0,0.6447,0.03237,-0.2172
naca6808,6.0,0.8,8.0,500000,0.3,1,0.7378,0.03857,-0.2145
naca6808,6.0,0.8,8.0,500000,0.3,2,1.6397,0.0053,-0.3901
naca6808,6.0,0.8,8.0,500000,0.3,3,1.2237,0.01689,-0.2541
naca6808,6.0,0.8,8.0,500000,0.3,4,1.5728,0.04931,-0.1679
naca6808,6.0,0.8,8.0,500000,0.3,5,1.3066,0.02458,-0.2208
naca6808,6.0,0.8,8.0,500000,0.3,6,1.6771,0.06396,-0.3598
naca6808,6.0,0.8,8.0,500000,0.3,7,3.555,0.01189,-0.7026
naca6808,6.0,0.8,8.0,500000,0.3,8,5.641,0.00797,-1.1914
naca6810,6.0,0.8,10.0,100000,0.1,0,0.4149,0.03722,-0.1659
naca6810,6.0,0.8,10.0,100000,0.1,1,0.4627,0.04023,-0.154
naca6810,6.0,0.8,10.0,100000,0.1,2,0.8872,0.0132,-0.2151
naca6810,6.0,0.8,10.0,100000,0.1,3,1.1708,0.00711,-0.2573
naca6810,6.0,0.8,10.0,100000,0.1,4,1.497,0.01788,-0.1814
naca6810,6.0,0.8,10.0,100000,0.1,5,1.9789,0.00783,-0.4244
naca6810,6.0,0.8,10.0,100000,0.1,6,2.2898,0.01585,-0.4286
naca6810,6.0,0.8,10.0,100000,0.1,7,2.2685,0.01183,-0.4153
naca6810,6.0,0.8,10.0,100000,0.1,8,3.4109,0.00973,-0.674
naca6810,6.0,0.8,10.0,100000,0.15,0,0.4112,0.03742,-0.1658
naca6810,6.0,0.8,10.0,100000,0.15,1,0.4657,0.04049,-0.1553
naca6810,6.0,0.8,10.0,100000,0.15,2,0.7993,0.01918,-0.1951
naca6810,6.0,0.8,10.0,100000,0.15,3,1.2872,0.00794,-0.2705
naca6810,6.0,0.8,10.0,100000,0.15,4,2.1021,0.00806,-0.441
naca6810,6.0,0.8,10.0,100000,0.15,5,1.5966,0.02692,-0.2669
naca6810,6.0,0.8,10.0,100000,0.15,6,1.7383,0.01659,-0.2668
naca6810,6.0,0.8,10.0,100000,0.15,7,3.2159,0.00939,-0.6562
naca6810,6.0,0.8,10.0,100000,0.15,8,4.3273,0.01161,-0.9207
naca6810,6.0,0.8,10.0,100000,0.2,0,0.3649,0.03703,-0.1548
naca6810,6.0,0.8,10.0,100000,0.2,1,0.4677,0.04077,-0.1565
naca6810,6.0,0.8,10.0,100000,0.2,2,0.9799,0.00901,-0.2368
naca6810,6.0,0.8,10.0,100000,0.2,3,1.455,0.00746,-0.3077
naca6810,6.0,0.8,10.0,100000,0.2,4,1.4431,0.0258,-0.2342
naca6810,6.0,0.8,10.0,100000,0.2,5,1.5953,0.01457,-0.267
naca6810,6.0,0.8,10.0,100000,0.2,6,2.3542,0.00979,-0.4692
naca6810,6.0,0.8,10.0,100000,0.2,7,3.1289,0.0098,-0.6493
naca6810,6.0,0.8,10.0,100000,0.2,8,5.5781,0.00377,-1.3123
naca6810,6.0,0.8,10.0,100000,0.25,0,0.4147,0.03805,-0.1688
naca6810,6.0,0.8,10.0,100000,0.25,1,0.463,0.04106,-0.1562
naca6810,6.0,0.8,10.0,100000,0.25,2,0.6709,0.03055,-0.1693
naca6810,6.0,0.8,10.0,100000,0.25,3,1.329,0.00854,-0.2639
naca6810,6.0,0.8,10.0,100000,0.25,4,1.5328,0.01013,-0.2821
naca6810,6.0,0.8,10.0,100000,0.25,5,2.1535,0.00863,-0.4712
naca6810,6.0,0.8,10.0,100000,0.25,6,2.5566,0.02012,-0.4798
naca6810,6.0,0.8,10.0,100000,0.25,7,3.1729,0.00976,-0.6375
naca6810,6.0,0.8,10.0,100000,0.25,8,5.9765,0.00468,-1.378
naca6810,6.0,0.8,10.0,100000,0.3,0,0.4163,0.03852,-0.1709
naca6810,6.0,0.8,10.0,100000,0.3,1,0.4748,0.04082,-0.1595
naca6810,6.0,0.8,10.0,100000,0.3,2,0.7292,0.02804,-0.1825
naca6810,6.0,0.8,10.0,100000,0.3,3,1.4262,0.00778,-0.2917
naca6810,6.0,0.8,10.0,100000,0.3,4,1.6342,0.01966,-0.3042
naca6810,6.0,0.8,10.0,100000,0.3,5,1.6855,0.01473,-0.2745
naca6810,6.0,0.8,10.0,100000,0.3,6,2.705,0.0091,-0.5437
naca6810,6.0,0.8,10.0,100000,0.3,7,4.0844,0.02631,-0.9002
naca6810,6.0,0.8,10.0,100000,0.3,8,4.7822,0.01279,-0.984
naca6810,6.0,0.8,10.0,200000,0.1,0,0.4818,0.03498,-0.1822
naca6810,6.0,0.8,10.0,200000,0.1,1,0.6948,0.04235,-0.2012
naca6810,6.0,0.8,10.0,200000,0.1,2,0.7735,0.03774,-0.1947
naca6810,6.0,0.8,10.0,200000,0.1,3,1.6378,0.00814,-0.3525
naca6810,6.0,0.8,10.0,200000,0.1,4,1.349,0.00926,-0.2544
naca6810,6.0,0.8,10.0,200000,0.1,5,1.5196,0.01025,-0.2644
naca6810,6.0,0.8,10.0,200000,0.1,6,1.9161,0.02588,-0.4041
naca6810,6.0,0.8,10.0,200000,0.1,7,1.8118,0.01516,-0.2704
naca6810,6.0,0.8,10.0,200000,0.1,8,2.0278,0.01839,-0.2861
naca6810,6.0,0.8,10.0,200000,0.15,0,0.4819,0.03518,-0.1829
naca6810,6.0,0.8,10.0,200000,0.15,1,0.6223,0.0377,-0.1888
naca6810,6.0,0.8,10.0,200000,0.15,2,0.7645,0.03885,-0.1922
naca6810,6.0,0.8,10.0,200000,0.15,3,1.278,0.00881,-0.2716
naca6810,6.0,0.8,10.0,200000,0.15,4,1.8272,0.00508,-0.4046
naca6810,6.0,0.8,10.0,200000,0.15,5,2.5416,0.00745,-0.568
naca6810,6.0,0.8,10.0,200000,0.15,6,1.5995,0.01217,-0.2548
naca6810,6.0,0.8,10.0,200000,0.15,7,1.8545,0.01472,-0.2747
naca6810,6.0,0.8,10.0,200000,0.15,8,3.8433,0.03172,-0.8187
naca6810,6.0,0.8,10.0,200000,0.2,0,0.4825,0.0355,-0.1839
naca6810,6.0,0.8,10.0,200000,0.2,1,0.6069,0.04507,-0.1866
naca6810,6.0,0.8,10.0,200000,0.2,2,0.7808,0.03755,-0.1961
naca6810,6.0,0.8,10.0,200000,0.2,3,1.333,0.00858,-0.2828
naca6810,6.0,0.8,10.0,200000,0.2,4,2.1867,0.00909,-0.4968
naca6810,6.0,0.8,10.0,200000,0.2,5,2.6533,0.00873,-0.5972
naca6810,6.0,0.8,10.0,200000,0.2,6,1.5827,0.01327,-0.2469
naca6810,6.0,0.8,10.0,200000,0.2,7,1.8504,0.0137,-0.2701
naca6810,6.0,0.8,10.0,200000,0.2,8,3.448,0.03796,-0.6363
naca6810,6.0,0.8,10.0,200000,0.25,0,0.4877,0.0359,-0.1861
naca6810,6.0,0.8,10.0,200000,0.25,1,0.6331,0.04042,-0.1922
naca6810,6.0,0.8,10.0,200000,0.25,2,0.7997,0.03796,-0.2006
naca6810,6.0,0.8,10.0,200000,0.25,3,1.3054,0.00911,-0.2763
naca6810,6.0,0.8,10.0,200000,0.25,4,1.4168,0.00947,-0.2632
naca6810,6.0,0.8,10.0,200000,0.25,5,1.8093,0.01268,-0.3506
naca6810,6.0,0.8,10.0,200000,0.25,6,3.3654,0.00496,-0.7795
naca6810,6.0,0.8,10.0,200000,0.25,7,1.9491,0.01462,-0.2729
naca6810,6.0,0.8,10.0,200000,0.25,8,3.9824,0.04096,-0.8302
naca6810,6.0,0.8,10.0,200000,0.3,0,0.566,0.03811,-0.2021
naca6810,6.0,0.8,10.0,200000,0.3,1,0.6573,0.03837,-0.1974
naca6810,6.0,0.8,10.0,200000,0.3,2,0.8147,0.038,-0.2033
naca6810,6.0,0.8,10.0,200000,0.3,3,1.3472,0.00959,-0.2825
naca6810,6.0,0.8,10.0,200000,0.3,4,1.3577,0.0125,-0.2519
naca6810,6.0,0.8,10.0,200000,0.3,5,2.338,0.01225,-0.4904
naca6810,6.0,0.8,10.0,200000,0.3,6,3.1615,0.01055,-0.6667
naca6810,6.0,0.8,10.0,200000,0.3,7,3.7951,0.00799,-0.8152
naca6810,6.0,0.8,10.0,200000,0.3,8,3.8555,0.00798,-0.7826
naca6810,6.0,0.8,10.0,300000,0.1,0,0.5875,0.0357,-0.2027
naca6810,6.0,0.8,10.0,300000,0.1,1,0.6765,0.03183,-0.1975
naca6810,6.0,0.8,10.0,300000,0.1,2,0.7101,0.03504,-0.1829
naca6810,6.0,0.8,10.0,300000,0.1,3,1.3757,0.00987,-0.2884
naca6810,6.0,0.8,10.0,300000,0.1,4,1.3663,0.01469,-0.2614
naca6810,6.0,0.8,10.0,300000,0.1,5,1.3799,0.01731,-0.2413
naca6810,6.0,0.8,10.0,300000,0.1,6,1.5619,0.01985,-0.2638
naca6810,6.0,0.8,10.0,300000,0.1,7,3.0259,0.01409,-0.6526
naca6810,6.0,0.8,10.0,300000,0.1,8,1.9944,0.01298,-0.2889
naca6810,6.0,0.8,10.0,300000,0.15,0,0.4868,0.0347,-0.1842
naca6810,6.0,0.8,10.0,300000,0.15,1,0.6858,0.03611,-0.1997
naca6810,6.0,0.8,10.0,300000,0.15,2,0.9046,0.03118,-0.2258
naca6810,6.0,0.8,10.0,300000,0.15,3,1.3254,0.01285,-0.2824
naca6810,6.0,0.8,10.0,300000,0.15,4,1.4171,0.01398,-0.2718
naca6810,6.0,0.8,10.0,300000,0.15,5,1.6108,0.01475,-0.3057
naca6810,6.0,0.8,10.0,300000,0.15,6,1.3971,0.02413,-0.2192
naca6810,6.0,0.8,10.0,300000,0.15,7,1.5386,0.02386,-0.2248
naca6810,6.0,0.8,10.0,300000,0.15,8,2.0246,0.01316,-0.2884
naca6810,6.0,0.8,10.0,300000,0.2,0,0.5874,0.02799,-0.2044
naca6810,6.0,0.8,10.0,300000,0.2,1,0.7157,0.0356,-0.206
naca6810,6.0,0.8,10.0,300000,0.2,2,0.9159,0.03392,-0.2231
naca6810,6.0,0.8,10.0,300000,0.2,3,1.4243,0.01077,-0.3044
naca6810,6.0,0.8,10.0,300000,0.2,4,1.3817,0.01579,-0.2653
naca6810,6.0,0.8,10.0,300000,0.2,5,1.7669,0.01226,-0.3614
naca6810,6.0,0.8,10.0,300000,0.2,6,1.4268,0.02168,-0.2232
naca6810,6.0,0.8,10.0,300000,0.2,7,1.4133,0.03012,-0.198
naca6810,6.0,0.8,10.0,300000,0.2,8,2.0682,0.0134,-0.2852
naca6810,6.0,0.8,10.0,300000,0.25,0,0.5911,0.03624,-0.2055
naca6810,6.0,0.8,10.0,300000,0.25,1,0.7259,0.03421,-0.2087
naca6810,6.0,0.8,10.0,300000,0.25,2,0.8869,0.03296,-0.2163
naca6810,6.0,0.8,10.0,300000,0.25,3,1.4167,0.01164,-0.3016
naca6810,6.0,0.8,10.0,300000,0.25,4,1.3721,0.01625,-0.2621
naca6810,6.0,0.8,10.0,300000,0.25,5,1.372,0.02027,-0.2321
naca6810,6.0,0.8,10.0,300000,0.25,6,1.7203,0.024,-0.3156
naca6810,6.0,0.8,10.0,300000,0.25,7,2.4134,0.01228,-0.5518
naca6810,6.0,0.8,10.0,300000,0.25,8,5.1611,0.00646,-1.1629
naca6810,6.0,0.8,10.0,300000,0.3,0,0.6214,0.02534,-0.2135
naca6810,6.0,0.8,10.0,300000,0.3,1,0.7624,0.03506,-0.2168
naca6810,6.0,0.8,10.0,300000,0.3,2,0.8898,0.0328,-0.2169
naca6810,6.0,0.8,10.0,300000,0.3,3,1.3682,0.01283,-0.2898
naca6810,6.0,0.8,10.0,300000,0.3,4,1.3687,0.01733,-0.2583
naca6810,6.0,0.8,10.0,300000,0.3,5,1.3295,0.02405,-0.2241
naca6810,6.0,0.8,10.0,300000,0.3,6,1.6762,0.02418,-0.2945
naca6810,6.0,0.8,10.0,300000,0.3,7,1.3979,0.03204,-0.1886
naca6810,6.0,0.8,10.0,300000,0.3,8,2.2788,0.01345,-0.2629
naca6810,6.0,0.8,10.0,400000,0.1,0,0.5651,0.04307,-0.1981
naca6810,6.0,0.8,10.0,400000,0.1,1,0.6933,0.03323,-0.2003
naca6810,6.0,0.8,10.0,400000,0.1,2,0.9202,0.03002,-0.2223
naca6810,6.0,0.8,10.0,400000,0.1,3,1.6062,0.00622,-0.3468
naca6810,6.0,0.8,10.0,400000,0.1,4,1.3677,0.01461,-0.2619
naca6810,6.0,0.8,10.0,400000,0.1,5,1.3422,0.01933,-0.2322
naca6810,6.0,0.8,10.0,400000,0.1,6,1.3379,0.02411,-0.208
naca6810,6.0,0.8,10.0,400000,0.1,7,1.7401,0.03932,-0.2996
naca6810,6.0,0.8,10.0,400000,0.1,8,1.4682,0.03037,-0.1898
naca6810,6.0,0.8,10.0,400000,0.15,0,0.5725,0.03357,-0.1991
naca6810,6.0,0.8,10.0,400000,0.15,1,0.7393,0.03043,-0.2095
naca6810,6.0,0.8,10.0,400000,0.15,2,0.9139,0.02995,-0.221
naca6810,6.0,0.8,10.0,400000,0.15,3,1.3501,0.01024,-0.2895
naca6810,6.0,0.8,10.0,400000,0.15,4,1.3992,0.01397,-0.2681
naca6810,6.0,0.8,10.0,400000,0.15,5,1.3172,0.02046,-0.2235
naca6810,6.0,0.8,10.0,400000,0.15,6,1.3419,0.02449,-0.2078
naca6810,6.0,0.8,10.0,400000,0.15,7,1.7788,0.03866,-0.3099
naca6810,6.0,0.8,10.0,400000,0.15,8,1.4651,0.03171,-0.1879
naca6810,6.0,0.8,10.0,400000,0.2,0,0.556,0.03718,-0.1966
naca6810,6.0,0.8,10.0,400000,0.2,1,0.7815,0.04718,-0.2203
naca6810,6.0,0.8,10.0,400000,0.2,2,0.9138,0.03082,-0.2211
naca6810,6.0,0.8,10.0,400000,0.2,3,1.4449,0.01026,-0.3112
naca6810,6.0,0.8,10.0,400000,0.2,4,1.2725,0.01759,-0.2385
naca6810,6.0,0.8,10.0,400000,0.2,5,1.3181,0.02111,-0.2221
naca6810,6.0,0.8,10.0,400000,0.2,6,1.3478,0.02496,-0.2076
naca6810,6.0,0.8,10.0,400000,0.2,7,1.8675,0.04877,-0.3504
naca6810,6.0,0.8,10.0,400000,0.2,8,1.4769,0.03277,-0.1879
naca6810,6.0,0.8,10.0,400000,0.25,0,0.5518,0.04341,-0.197
naca6810,6.0,0.8,10.0,400000,0.25,1,0.7817,0.03464,-0.2191
naca6810,6.0,0.8,10.0,400000,0.25,2,0.9787,0.03023,-0.2343
naca6810,6.0,0.8,10.0,400000,0.25,3,1.4136,0.01086,-0.3029
naca6810,6.0,0.8,10.0,400000,0.25,4,1.3896,0.01565,-0.2614
naca6810,6.0,0.8,10.0,400000,0.25,5,1.3072,0.02249,-0.2222
naca6810,6.0,0.8,10.0,400000,0.25,6,1.3554,0.02571,-0.2072
naca6810,6.0,0.8,10.0,400000,0.25,7,1.8655,0.04542,-0.3308
naca6810,6.0,0.8,10.0,400000,0.25,8,1.4903,0.03302,-0.1874
naca6810,6.0,0.8,10.0,400000,0.3,0,0.6202,0.03619,-0.211
naca6810,6.0,0.8,10.0,400000,0.3,1,0.7326,0.03341,-0.2094
naca6810,6.0,0.8,10.0,400000,0.3,2,0.9661,0.03007,-0.2314
naca6810,6.0,0.8,10.0,400000,0.3,3,1.4593,0.01102,-0.305
naca6810,6.0,0.8,10.0,400000,0.3,4,1.3157,0.01764,-0.2465
naca6810,6.0,0.8,10.0,400000,0.3,5,1.4918,0.02472,-0.2736
naca6810,6.0,0.8,10.0,400000,0.3,6,1.3656,0.02657,-0.2068
naca6810,6.0,0.8,10.0,400000,0.3,7,1.4375,0.02998,-0.1967
naca6810,6.0,0.8,10.0,400000,0.3,8,1.6708,0.02706,-0.2114
naca6810,6.0,0.8,10.0,500000,0.1,0,0.6233,0.03326,-0.2088
naca6810,6.0,0.8,10.0,500000,0.1,1,0.7898,0.0293,-0.2189
naca6810,6.0,0.8,10.0,500000,0.1,2,0.8924,0.02847,-0.2174
naca6810,6.0,0.8,10.0,500000,0.1,3,1.4764,0.00788,-0.3157
naca6810,6.0,0.8,10.0,500000,0.1,4,1.2879,0.01738,-0.2415
naca6810,6.0,0.8,10.0,500000,0.1,5,1.8301,0.00865,-0.4313
naca6810,6.0,0.8,10.0,500000,0.1,6,1.3558,0.02356,-0.2124
naca6810,6.0,0.8,10.0,500000,0.1,7,1.5065,0.02407,-0.2234
naca6810,6.0,0.8,10.0,500000,0.1,8,1.5022,0.02919,-0.1972
naca6810,6.0,0.8,10.0,500000,0.15,0,0.6285,0.0322,-0.2098
naca6810,6.0,0.8,10.0,500000,0.15,1,0.7615,0.03234,-0.2136
naca6810,6.0,0.8,10.0,500000,0.15,2,1.0151,0.02871,-0.2416
naca6810,6.0,0.8,10.0,500000,0.15,3,1.3864,0.00977,-0.297
naca6810,6.0,0.8,10.0,500000,0.15,4,1.3473,0.01512,-0.2592
naca6810,6.0,0.8,10.0,500000,0.15,5,1.5511,0.01395,-0.2923
naca6810,6.0,0.8,10.0,500000,0.15,6,1.6978,0.02402,-0.2907
naca6810,6.0,0.8,10.0,500000,0.15,7,1.8036,0.03882,-0.3242
naca6810,6.0,0.8,10.0,500000,0.15,8,1.5059,0.02969,-0.1962
naca6810,6.0,0.8,10.0,500000,0.2,0,0.6089,0.03603,-0.2066
naca6810,6.0,0.8,10.0,500000,0.2,1,0.76,0.03351,-0.2138
naca6810,6.0,0.8,10.0,500000,0.2,2,1.5886,0.00371,-0.3722
naca6810,6.0,0.8,10.0,500000,0.2,3,1.4898,0.00888,-0.3203
naca6810,6.0,0.8,10.0,500000,0.2,4,1.3038,0.01711,-0.2466
naca6810,6.0,0.8,10.0,500000,0.2,5,1.5961,0.01627,-0.2989
naca6810,6.0,0.8,10.0,500000,0.2,6,1.3668,0.02437,-0.2121
naca6810,6.0,0.8,10.0,500000,0.2,7,1.6085,0.0337,-0.2579
naca6810,6.0,0.8,10.0,500000,0.2,8,1.5111,0.03044,-0.1948
naca6810,6.0,0.8,10.0,500000,0.25,0,0.6297,0.0287,-0.2111
naca6810,6.0,0.8,10.0,500000,0.25,1,0.8209,0.0298,-0.2262
naca6810,6.0,0.8,10.0,500000,0.25,2,1.5822,0.00412,-0.3684
naca6810,6.0,0.8,10.0,500000,0.25,3,1.392,0.01132,-0.2924
naca6810,6.0,0.8,10.0,500000,0.25,4,1.2716,0.01792,-0.2375
naca6810,6.0,0.8,10.0,500000,0.25,5,1.3146,0.02189,-0.2248
naca6810,6.0,0.8,10.0,500000,0.25,6,1.3751,0.02501,-0.2118
naca6810,6.0,0.8,10.0,500000,0.25,7,1.617,0.05798,-0.2281
naca6810,6.0,0.8,10.0,500000,0.25,8,1.5178,0.03148,-0.1929
naca6810,6.0,0.8,10.0,500000,0.3,0,0.647,0.03247,-0.2157
naca6810,6.0,0.8,10.0,500000,0.3,1,0.8371,0.02972,-0.2299
naca6810,6.0,0.8,10.0,500000,0.3,2,1.5892,0.00463,-0.3694
naca6810,6.0,0.8,10.0,500000,0.3,3,1.3777,0.01148,-0.2907
naca6810,6.0,0.8,10.0,500000,0.3,4,1.2764,0.01892,-0.2366
naca6810,6.0,0.8,10.0,500000,0.3,5,1.9947,0.0111,-0.4373
naca6810,6.0,0.8,10.0,500000,0.3,6,1.55,0.02231,-0.2524
naca6810,6.0,0.8,10.0,500000,0.3,7,1.4609,0.02896,-0.2017
naca6810,6.0,0.8,10.0,500000,0.3,8,1.5244,0.03291,-0.1902
naca6812,6.0,0.8,12.0,100000,0.1,0,0.3465,0.04037,-0.157
naca6812,6.0,0.8,12.0,100000,0.1,1,0.4188,0.04551,-0.153
naca6812,6.0,0.8,12.0,100000,0.1,2,0.5275,0.05113,-0.1508
naca6812,6.0,0.8,12.0,100000,0.1,3,1.0593,0.00895,-0.2304
naca6812,6.0,0.8,12.0,100000,0.1,4,1.8786,0.00399,-0.3996
naca6812,6.0,0.8,12.0,100000,0.1,5,1.6588,0.00992,-0.2954
naca6812,6.0,0.8,12.0,100000,0.1,6,1.6941,0.01251,-0.2715
naca6812,6.0,0.8,12.0,100000,0.1,7,1.8296,0.01548,-0.2704
naca6812,6.0,0.8,12.0,100000,0.1,8,2.7423,0.02149,-0.51
naca6812,6.0,0.8,12.0,100000,0.15,0,0.3558,0.04077,-0.1599
naca6812,6.0,0.8,12.0,100000,0.15,1,0.4012,0.04536,-0.15
naca6812,6.0,0.8,12.0,100000,0.15,2,0.4971,0.05414,-0.1481
naca6812,6.0,0.8,12.0,100000,0.15,3,1.1006,0.00802,-0.2397
naca6812,6.0,0.8,12.0,100000,0.15,4,1.5646,0.00708,-0.2983
naca6812,6.0,0.8,12.0,100000,0.15,5,1.537,0.01069,-0.2675
naca6812,6.0,0.8,12.0,100000,0.15,6,1.6423,0.02298,-0.2259
naca6812,6.0,0.8,12.0,100000,0.15,7,1.8298,0.01732,-0.2695
naca6812,6.0,0.8,12.0,100000,0.15,8,3.3121,0.00921,-0.6744
naca6812,6.0,0.8,12.0,100000,0.2,0,0.3458,0.04142,-0.1594
naca6812,6.0,0.8,12.0,100000,0.2,1,0.3988,0.04584,-0.1515
naca6812,6.0,0.8,12.0,100000,0.2,2,0.5194,0.05245,-0.1529
naca6812,6.0,0.8,12.0,100000,0.2,3,1.0996,0.00822,-0.2389
naca6812,6.0,0.8,12.0,100000,0.2,4,1.5666,0.00533,-0.3179
naca6812,6.0,0.8,12.0,100000,0.2,5,2.1664,0.01194,-0.4669
naca6812,6.0,0.8,12.0,100000,0.2,6,1.7318,0.01435,-0.2722
naca6812,6.0,0.8,12.0,100000,0.2,7,1.8697,0.01624,-0.276
naca6812,6.0,0.8,12.0,100000,0.2,8,2.0554,0.01828,-0.2763
naca6812,6.0,0.8,12.0,100000,0.25,0,0.3453,0.04191,-0.161
naca6812,6.0,0.8,12.0,100000,0.25,1,0.4714,0.05128,-0.1663
naca6812,6.0,0.8,12.0,100000,0.25,2,0.5282,0.05406,-0.1524
naca6812,6.0,0.8,12.0,100000,0.25,3,1.0628,0.01094,-0.2306
naca6812,6.0,0.8,12.0,100000,0.25,4,1.5148,0.00749,-0.2866
naca6812,6.0,0.8,12.0,100000,0.25,5,2.2354,0.00522,-0.5234
naca6812,6.0,0.8,12.0,100000,0.25,6,2.5931,0.01159,-0.5356
naca6812,6.0,0.8,12.0,100000,0.25,7,1.9236,0.01517,-0.2759
naca6812,6.0,0.8,12.0,100000,0.25,8,2.1433,0.01832,-0.2759
naca6812,6.0,0.8,12.0,100000,0.3,0,0.3345,0.04215,-0.1598
naca6812,6.0,0.8,12.0,100000,0.3,1,0.4434,0.05272,-0.1611
naca6812,6.0,0.8,12.0,100000,0.3,2,0.5022,0.0562,-0.1517
naca6812,6.0,0.8,12.0,100000,0.3,3,1.1103,0.00979,-0.2407
naca6812,6.0,0.8,12.0,100000,0.3,4,1.7682,0.00708,-0.3346
naca6812,6.0,0.8,12.0,100000,0.3,5,1.6414,0.0116,-0.2785
naca6812,6.0,0.8,12.0,100000,0.3,6,2.8616,0.00981,-0.5969
naca6812,6.0,0.8,12.0,100000,0.3,7,2.0374,0.01567,-0.2799
naca6812,6.0,0.8,12.0,100000,0.3,8,3.3222,0.01006,-0.6627
naca6812,6.0,0.8,12.0,200000,0.1,0,0.4904,0.03906,-0.1847
naca6812,6.0,0.8,12.0,200000,0.1,1,0.6688,0.03658,-0.1965
naca6812,6.0,0.8,12.0,200000,0.1,2,0.8041,0.03519,-0.1991
naca6812,6.0,0.8,12.0,200000,0.1,3,0.9287,0.03244,-0.1986
naca6812,6.0,0.8,12.0,200000,0.1,4,1.5451,0.00672,-0.3025
naca6812,6.0,0.8,12.0,200000,0.1,5,1.4298,0.0094,-0.2498
naca6812,6.0,0.8,12.0,200000,0.1,6,1.6387,0.00983,-0.2666
naca6812,6.0,0.8,12.0,200000,0.1,7,1.7426,0.01095,-0.2629
naca6812,6.0,0.8,12.0,200000,0.1,8,3.6521,0.00715,-0.8101
naca6812,6.0,0.8,12.0,200000,0.15,0,0.5016,0.04236,-0.1871
naca6812,6.0,0.8,12.0,200000,0.15,1,0.6677,0.03686,-0.1965
naca6812,6.0,0.8,12.0,200000,0.15,2,0.8022,0.03517,-0.194
naca6812,6.0,0.8,12.0,200000,0.15,3,1.0123,0.0317,-0.2149
naca6812,6.0,0.8,12.0,200000,0.15,4,1.3441,0.00938,-0.2534
naca6812,6.0,0.8,12.0,200000,0.15,5,1.7402,0.01312,-0.3583
naca6812,6.0,0.8,12.0,200000,0.15,6,1.592,0.01138,-0.2569
naca6812,6.0,0.8,12.0,200000,0.15,7,1.7248,0.01108,-0.2596
naca6812,6.0,0.8,12.0,200000,0.15,8,3.1921,0.01348,-0.6595
naca6812,6.0,0.8,12.0,200000,0.2,0,0.5137,0.04015,-0.1902
naca6812,6.0,0.8,12.0,200000,0.2,1,0.621,0.03483,-0.175
naca6812,6.0,0.8,12.0,200000,0.2,2,0.879,0.0295,-0.2185
naca6812,6.0,0.8,12.0,200000,0.2,3,0.8671,0.04018,-0.1895
naca6812,6.0,0.8,12.0,200000,0.2,4,1.4449,0.00704,-0.2758
naca6812,6.0,0.8,12.0,200000,0.2,5,1.4915,0.00967,-0.2599
naca6812,6.0,0.8,12.0,200000,0.2,6,1.6553,0.01007,-0.2651
naca6812,6.0,0.8,12.0,200000,0.2,7,2.1266,0.03753,-0.4152
naca6812,6.0,0.8,12.0,200000,0.2,8,1.7782,0.01578,-0.238
naca6812,6.0,0.8,12.0,200000,0.25,0,0.4813,0.04947,-0.186
naca6812,6.0,0.8,12.0,200000,0.25,1,0.6983,0.03674,-0.2035
naca6812,6.0,0.8,12.0,200000,0.25,2,0.8146,0.03539,-0.2017
naca6812,6.0,0.8,12.0,200000,0.25,3,0.9799,0.03083,-0.2072
naca6812,6.0,0.8,12.0,200000,0.25,4,1.4381,0.00905,-0.2761
naca6812,6.0,0.8,12.0,200000,0.25,5,1.4832,0.01242,-0.2549
naca6812,6.0,0.8,12.0,200000,0.25,6,2.8706,0.00894,-0.617
naca6812,6.0,0.8,12.0,200000,0.25,7,1.8187,0.01169,-0.2708
naca6812,6.0,0.8,12.0,200000,0.25,8,1.9403,0.01376,-0.2655
naca6812,6.0,0.8,12.0,200000,0.3,0,0.5075,0.03706,-0.1929
naca6812,6.0,0.8,12.0,200000,0.3,1,0.7006,0.03716,-0.2045
naca6812,6.0,0.8,12.0,200000,0.3,2,0.8548,0.03582,-0.2099
naca6812,6.0,0.8,12.0,200000,0.3,3,1.8158,0.00475,-0.3924
naca6812,6.0,0.8,12.0,200000,0.3,4,1.4211,0.01174,-0.2677
naca6812,6.0,0.8,12.0,200000,0.3,5,2.2983,0.00761,-0.4316
naca6812,6.0,0.8,12.0,200000,0.3,6,2.8395,0.00802,-0.6245
naca6812,6.0,0.8,12.0,200000,0.3,7,2.2889,0.03416,-0.4316
naca6812,6.0,0.8,12.0,200000,0.3,8,2.0273,0.01467,-0.2664
naca6812,6.0,0.8,12.0,300000,0.1,0,0.545,0.0349,-0.1925
naca6812,6.0,0.8,12.0,300000,0.1,1,0.6764,0.03446,-0.1956
naca6812,6.0,0.8,12.0,300000,0.1,2,0.9358,0.03037,-0.225
naca6812,6.0,0.8,12.0,300000,0.1,3,1.2021,0.019,-0.2596
naca6812,6.0,0.8,12.0,300000,0.1,4,1.6756,0.00713,-0.3317
naca6812,6.0,0.8,12.0,300000,0.1,5,1.4725,0.01486,-0.2599
